Category,Crop,Name of Variety,Variety/Hybrid,Sponsoring organization,State,Description,Extra
SUGARCANE,Sugarcane,CoPb 99 (CoPb 17215),Open Pollinated Variety,"ICAR-AICRP on Sugarcane, PAU Regional Research Station, Kapurthala, Punjab",Central,"Suitable for growing in medium and high fertile soil under irrigated subtropical climatic conditions during spring season, yield - CCS 112.7 q/ha, meancane yield 901.4 q/ha, sucrose 18.01%,maturity – mid-late (12 months), moderately resistant / resistant to prevalent races of red rot, less susceptible towards early shoot borer, stalk borer and top borer",
SUGARCANE,Sugarcane,CoPb 99 (CoPb 17215),Open Pollinated Variety,"ICAR-AICRP on Sugarcane, PAU Regional Research Station, Kapurthala, Punjab",Western Parts of Uttar Pradesh,"Suitable for growing in medium and high fertile soil under irrigated subtropical climatic conditions during spring season, yield - CCS 112.7 q/ha, meancane yield 901.4 q/ha, sucrose 18.01%,maturity – mid-late (12 months), moderately resistant / resistant to prevalent races of red rot, less susceptible towards early shoot borer, stalk borer and top borer",
FIBRE CROPS,Cotton,CICR-H Bt Cotton 65 (ICAR -CICR 18 Bt),Hybrid,"ICAR-Central Institute of Cotton Research, Nagpur, Maharashtra",Central Zone,"Suitable forrainfed condition, yield 15.47 q/ha, maturity 140-150 days, resistant to most of the diseases viz; bacterial blight, grey mildew,Alternaria,Corynosporaleaf spot,Myrothcieum, tolerant to most of the pests viz; jassids, aphids, thrips, leaf hopper",
FIBRE CROPS,Cotton,CICR- H Bt Cotton 40 (ICAR-CICR- PKV 081 Bt),Hybrid,"ICAR-Central Institute of Cotton Research, Nagpur, Maharashtra",South Zone,"Suitable forrainfed condition, yield 17.30 q/ha, maturity 140 to 150 days, resistant to jassids, thrips, whitefly, aphids, tolerant to bacterial leaf blight,Alternarialeaf blight, Gray mildew",
FIBRE CROPS,Cotton,Shalini (CNH 17395) (CICR-H Cotton 58),Hybrid,"ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra",Madhya Pradesh,"Suitable for rainfedKharifcondition, yield 14.41 q/ha, maturity 160 to 165days,brown linted naturally colour cotton suitable for handloom weaving,tolerant to sucking pests, bollworms, resistant to disease free forAlternarialeaf spot, bacterial blight,Corynesporaleaf spot in the Central Zone under rainfed conditions",
FIBRE CROPS,Cotton,Shalini (CNH 17395) (CICR-H Cotton 58),Hybrid,"ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra",Maharashtra & Gujarat,"Suitable for rainfedKharifcondition, yield 14.41 q/ha, maturity 160 to 165days,brown linted naturally colour cotton suitable for handloom weaving,tolerant to sucking pests, bollworms, resistant to disease free forAlternarialeaf spot, bacterial blight,Corynesporaleaf spot in the Central Zone under rainfed conditions",
FIBRE CROPS,Cotton,CNH-18529 (CICR-H NC Cotton 64),Hybrid,"ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra",Chhattisgarh,"Suitable forrainfed and irrigated conditionsof Central Zone, yield of 10.11 q/ha, maturity 160-165 days, tolerant to aphids, jassids, whitefly, thrips,Heliothis armigera, pink bollworms, resistant to moderately resistant toAlternarialeaf spot, grey mildew, bacterial blight,Corynesporaleafspot, rust",
FIBRE CROPS,Cotton,CNH-18529 (CICR-H NC Cotton 64),Hybrid,"ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra",Gujarat,"Suitable forrainfed and irrigated conditionsof Central Zone, yield of 10.11 q/ha, maturity 160-165 days, tolerant to aphids, jassids, whitefly, thrips,Heliothis armigera, pink bollworms, resistant to moderately resistant toAlternarialeaf spot, grey mildew, bacterial blight,Corynesporaleafspot, rust",
FIBRE CROPS,Cotton,CNH-18529 (CICR-H NC Cotton 64),Hybrid,"ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra",Madhya Pradesh,"Suitable forrainfed and irrigated conditionsof Central Zone, yield of 10.11 q/ha, maturity 160-165 days, tolerant to aphids, jassids, whitefly, thrips,Heliothis armigera, pink bollworms, resistant to moderately resistant toAlternarialeaf spot, grey mildew, bacterial blight,Corynesporaleafspot, rust",
FIBRE CROPS,Cotton,CNH-18529 (CICR-H NC Cotton 64),Hybrid,"ICAR-Central Institute for Cotton Research, Nagpur, Maharashtra",Maharashtra),"Suitable forrainfed and irrigated conditionsof Central Zone, yield of 10.11 q/ha, maturity 160-165 days, tolerant to aphids, jassids, whitefly, thrips,Heliothis armigera, pink bollworms, resistant to moderately resistant toAlternarialeaf spot, grey mildew, bacterial blight,Corynesporaleafspot, rust",
FIBRE CROPS,Cotton,PDKV Dhawal (AKA-2013-8),Hybrid,"AICRP on Cotton, Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola, Maharashtra",Madhya Pradesh,"Suitable for timely sownKharifunderrainfed situation, yield 12.84 q/ha, maturity 160-180 days, tolerant to leaf hoppers, bacterial leaf blight,Myrotheciumleaf spot,Alternarialeaf spot,Grey mildew",
FIBRE CROPS,Cotton,PDKV Dhawal (AKA-2013-8),Hybrid,"AICRP on Cotton, Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola, Maharashtra",Maharashtra,"Suitable for timely sownKharifunderrainfed situation, yield 12.84 q/ha, maturity 160-180 days, tolerant to leaf hoppers, bacterial leaf blight,Myrotheciumleaf spot,Alternarialeaf spot,Grey mildew",
FIBRE CROPS,Cotton,PDKV Dhawal (AKA-2013-8),Hybrid,"AICRP on Cotton, Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola, Maharashtra",Gujrat,"Suitable for timely sownKharifunderrainfed situation, yield 12.84 q/ha, maturity 160-180 days, tolerant to leaf hoppers, bacterial leaf blight,Myrotheciumleaf spot,Alternarialeaf spot,Grey mildew",
FIBRE CROPS,White Jute,JRC 9,Variety,"ICAR-Central Research Institute for Jute and Allied Fibres, Barrackpore, Kolkata, West Bengal",West Bengal,"Suitable for timelysown rainfed/ irrigatedcondition, yield 31.97 q/ha, maturity110 – 120 days (fibre), 120-130 days (seed), fibre fineness - 1.74 tex, fibre strength - 13.88 g/tex, tolerant to stem rot and root rot, tolerant to yellow mite, Bihar hairy caterpillar, jute semilooper",
FIBRE CROPS,White Jute,JRC 9,Variety,"ICAR-Central Research Institute for Jute and Allied Fibres, Barrackpore, Kolkata, West Bengal",Odisha,"Suitable for timelysown rainfed/ irrigatedcondition, yield 31.97 q/ha, maturity110 – 120 days (fibre), 120-130 days (seed), fibre fineness - 1.74 tex, fibre strength - 13.88 g/tex, tolerant to stem rot and root rot, tolerant to yellow mite, Bihar hairy caterpillar, jute semilooper",
FIBRE CROPS,White Jute,JRC 9,Variety,"ICAR-Central Research Institute for Jute and Allied Fibres, Barrackpore, Kolkata, West Bengal",Bihar,"Suitable for timelysown rainfed/ irrigatedcondition, yield 31.97 q/ha, maturity110 – 120 days (fibre), 120-130 days (seed), fibre fineness - 1.74 tex, fibre strength - 13.88 g/tex, tolerant to stem rot and root rot, tolerant to yellow mite, Bihar hairy caterpillar, jute semilooper",
FIBRE CROPS,White Jute,JRC 9,Variety,"ICAR-Central Research Institute for Jute and Allied Fibres, Barrackpore, Kolkata, West Bengal",Uttar Pradesh,"Suitable for timelysown rainfed/ irrigatedcondition, yield 31.97 q/ha, maturity110 – 120 days (fibre), 120-130 days (seed), fibre fineness - 1.74 tex, fibre strength - 13.88 g/tex, tolerant to stem rot and root rot, tolerant to yellow mite, Bihar hairy caterpillar, jute semilooper",
FIBRE CROPS,White Jute,JRC 9,Variety,"ICAR-Central Research Institute for Jute and Allied Fibres, Barrackpore, Kolkata, West Bengal",Tripura,"Suitable for timelysown rainfed/ irrigatedcondition, yield 31.97 q/ha, maturity110 – 120 days (fibre), 120-130 days (seed), fibre fineness - 1.74 tex, fibre strength - 13.88 g/tex, tolerant to stem rot and root rot, tolerant to yellow mite, Bihar hairy caterpillar, jute semilooper",
FIBRE CROPS,White Jute,JRC 9,Variety,"ICAR-Central Research Institute for Jute and Allied Fibres, Barrackpore, Kolkata, West Bengal",Assam,"Suitable for timelysown rainfed/ irrigatedcondition, yield 31.97 q/ha, maturity110 – 120 days (fibre), 120-130 days (seed), fibre fineness - 1.74 tex, fibre strength - 13.88 g/tex, tolerant to stem rot and root rot, tolerant to yellow mite, Bihar hairy caterpillar, jute semilooper",
POTENTIAL CROPS,Buckwheat,Him Tara (EC125940),Variety,"ICAR - National Bureau of Plant Genetic Resources - Regional Station, Shimla, Himachal Pradesh",Northern Hill zone (Himachal Pradesh,"Suitablefor rainfedKharifhillyareas, seed yield 14.04 q/ha, maturity 92.06 days triangular dark brown seeds with protein content of 13.10% and low phenolic content, no disease or insect pest infestation reported",
POTENTIAL CROPS,Buckwheat,Him Tara (EC125940),Variety,"ICAR - National Bureau of Plant Genetic Resources - Regional Station, Shimla, Himachal Pradesh",Uttarakhand),"Suitablefor rainfedKharifhillyareas, seed yield 14.04 q/ha, maturity 92.06 days triangular dark brown seeds with protein content of 13.10% and low phenolic content, no disease or insect pest infestation reported",
POTENTIAL CROPS,Amaranth,Him Gauri (IC037156),Variety,"ICAR - National Bureau of Plant Genetic Resources - Regional Station, Shimla, Himachal Pradesh",Northern Hills Zone (NHZ) Himachal Pradesh,"Suitable for grain purposes cultivation during rainfedKharifseason inmid to high hilly areas, seed yield 24.06 q/ha, maturity 128.46 days, significantlyhigher Lysine content (7.18 g/ 16g N), higher total protein content (13.52 %),no disease or insect pest infestation reported",
POTENTIAL CROPS,Amaranth,Him Gauri (IC037156),Variety,"ICAR - National Bureau of Plant Genetic Resources - Regional Station, Shimla, Himachal Pradesh",Uttarakhand,"Suitable for grain purposes cultivation during rainfedKharifseason inmid to high hilly areas, seed yield 24.06 q/ha, maturity 128.46 days, significantlyhigher Lysine content (7.18 g/ 16g N), higher total protein content (13.52 %),no disease or insect pest infestation reported",
POTENTIAL CROPS,Grain Amaranth,RMA 120 (Jodhpur Rajgira 2),Variety,"ICAR-All India Network Project (AINP) on Potential Crops, Agriculture University Jodhpur, Mandor, Rajasthan",WZ (Rajasthan,"Suitable for plains areas of the country inRabiirrigated high fertility condition, 14.05 q/ha seed yield, maturity early (119-128 days),high protein content (12.60%), oil content (8.33%) and lysine 4.72%,no major disease and insect pest observed",
POTENTIAL CROPS,Grain Amaranth,RMA 120 (Jodhpur Rajgira 2),Variety,"ICAR-All India Network Project (AINP) on Potential Crops, Agriculture University Jodhpur, Mandor, Rajasthan",Gujarat,"Suitable for plains areas of the country inRabiirrigated high fertility condition, 14.05 q/ha seed yield, maturity early (119-128 days),high protein content (12.60%), oil content (8.33%) and lysine 4.72%,no major disease and insect pest observed",
POTENTIAL CROPS,Grain Amaranth,RMA 120 (Jodhpur Rajgira 2),Variety,"ICAR-All India Network Project (AINP) on Potential Crops, Agriculture University Jodhpur, Mandor, Rajasthan",Maharashtra),"Suitable for plains areas of the country inRabiirrigated high fertility condition, 14.05 q/ha seed yield, maturity early (119-128 days),high protein content (12.60%), oil content (8.33%) and lysine 4.72%,no major disease and insect pest observed",
POTENTIAL CROPS,Grain Amaranth,RMA 120 (Jodhpur Rajgira 2),Variety,"ICAR-All India Network Project (AINP) on Potential Crops, Agriculture University Jodhpur, Mandor, Rajasthan",NPZ (U.P.),"Suitable for plains areas of the country inRabiirrigated high fertility condition, 14.05 q/ha seed yield, maturity early (119-128 days),high protein content (12.60%), oil content (8.33%) and lysine 4.72%,no major disease and insect pest observed",
POTENTIAL CROPS,Grain Amaranth,RMA 120 (Jodhpur Rajgira 2),Variety,"ICAR-All India Network Project (AINP) on Potential Crops, Agriculture University Jodhpur, Mandor, Rajasthan",EZ (Odisha,"Suitable for plains areas of the country inRabiirrigated high fertility condition, 14.05 q/ha seed yield, maturity early (119-128 days),high protein content (12.60%), oil content (8.33%) and lysine 4.72%,no major disease and insect pest observed",
POTENTIAL CROPS,Grain Amaranth,RMA 120 (Jodhpur Rajgira 2),Variety,"ICAR-All India Network Project (AINP) on Potential Crops, Agriculture University Jodhpur, Mandor, Rajasthan",Jharkhand),"Suitable for plains areas of the country inRabiirrigated high fertility condition, 14.05 q/ha seed yield, maturity early (119-128 days),high protein content (12.60%), oil content (8.33%) and lysine 4.72%,no major disease and insect pest observed",
POTENTIAL CROPS,Grain Amaranth,RMA 120 (Jodhpur Rajgira 2),Variety,"ICAR-All India Network Project (AINP) on Potential Crops, Agriculture University Jodhpur, Mandor, Rajasthan",CZ (Chhattisgarh),"Suitable for plains areas of the country inRabiirrigated high fertility condition, 14.05 q/ha seed yield, maturity early (119-128 days),high protein content (12.60%), oil content (8.33%) and lysine 4.72%,no major disease and insect pest observed",
POTENTIAL CROPS,Grain Amaranth,Gujarat Amaranth 8 (GA 8) SKNA 1407,Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",WZ (Gujarat,"Suitable for cultivation in plain areas of the country in Rabi season, yield 14.55 q/ha, maturity 97 – 168 days (mean 127.33 days),protein content 12.21, oil content 8.09% and lysine content 5.03%, least incidence of insect pest and diseases",
POTENTIAL CROPS,Grain Amaranth,Gujarat Amaranth 8 (GA 8) SKNA 1407,Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",Rajasthan,"Suitable for cultivation in plain areas of the country in Rabi season, yield 14.55 q/ha, maturity 97 – 168 days (mean 127.33 days),protein content 12.21, oil content 8.09% and lysine content 5.03%, least incidence of insect pest and diseases",
POTENTIAL CROPS,Grain Amaranth,Gujarat Amaranth 8 (GA 8) SKNA 1407,Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",Maharashtra),"Suitable for cultivation in plain areas of the country in Rabi season, yield 14.55 q/ha, maturity 97 – 168 days (mean 127.33 days),protein content 12.21, oil content 8.09% and lysine content 5.03%, least incidence of insect pest and diseases",
POTENTIAL CROPS,Grain Amaranth,Gujarat Amaranth 8 (GA 8) SKNA 1407,Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",NPZ (Utter Pradesh,"Suitable for cultivation in plain areas of the country in Rabi season, yield 14.55 q/ha, maturity 97 – 168 days (mean 127.33 days),protein content 12.21, oil content 8.09% and lysine content 5.03%, least incidence of insect pest and diseases",
POTENTIAL CROPS,Grain Amaranth,Gujarat Amaranth 8 (GA 8) SKNA 1407,Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",CZ (Chhattisgarh),"Suitable for cultivation in plain areas of the country in Rabi season, yield 14.55 q/ha, maturity 97 – 168 days (mean 127.33 days),protein content 12.21, oil content 8.09% and lysine content 5.03%, least incidence of insect pest and diseases",
POTENTIAL CROPS,Grain Amaranth,Gujarat Amaranth 8 (GA 8) SKNA 1407,Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",EZ Jharkhand,"Suitable for cultivation in plain areas of the country in Rabi season, yield 14.55 q/ha, maturity 97 – 168 days (mean 127.33 days),protein content 12.21, oil content 8.09% and lysine content 5.03%, least incidence of insect pest and diseases",
POTENTIAL CROPS,Grain Amaranth,Gujarat Amaranth 8 (GA 8) SKNA 1407,Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",Odisha),"Suitable for cultivation in plain areas of the country in Rabi season, yield 14.55 q/ha, maturity 97 – 168 days (mean 127.33 days),protein content 12.21, oil content 8.09% and lysine content 5.03%, least incidence of insect pest and diseases",
POTENTIAL CROPS,Grain Amaranth,VL Chua 140,Open Pollinated Variety,"ICAR - Vivekananda Parvatiya Krishi AnusandhanSansthan, Almora, Uttarakhand",Uttarakhand,"Suitable forrainfedKharifecology, yield 16.86 q/ha, maturity 125-127 days, fertilizer responsive, no major insect pests and disease incidence was reported at any of the location",
POTENTIAL CROPS,Grain Amaranth,VL Chua 140,Open Pollinated Variety,"ICAR - Vivekananda Parvatiya Krishi AnusandhanSansthan, Almora, Uttarakhand",Himachal Pradesh,"Suitable forrainfedKharifecology, yield 16.86 q/ha, maturity 125-127 days, fertilizer responsive, no major insect pests and disease incidence was reported at any of the location",
POTENTIAL CROPS,Winged bean,PWB 17-18 (Phule Shrawani),Variety,"ICAR-AINP on Potential Crops, Mahatma Phule Krishi Vidyapeeth, Rahuri,  Maharashtra",WZ (Maharashtra),"Suitable for irrigated well drained soil having medium fertility inKharifseason, seed yield 13.81 q/ha, green pod yield 142.96 q/ha, maturity late - 160 – 168 days (seed), 85 – 95 days (seed to pod),contains 24.95% protein, 16.01% oil, no disease and pests observed",
POTENTIAL CROPS,Winged bean,PWB 17-18 (Phule Shrawani),Variety,"ICAR-AINP on Potential Crops, Mahatma Phule Krishi Vidyapeeth, Rahuri,  Maharashtra",CZ (Chhattisgarh),"Suitable for irrigated well drained soil having medium fertility inKharifseason, seed yield 13.81 q/ha, green pod yield 142.96 q/ha, maturity late - 160 – 168 days (seed), 85 – 95 days (seed to pod),contains 24.95% protein, 16.01% oil, no disease and pests observed",
POTENTIAL CROPS,Winged bean,PWB 17-18 (Phule Shrawani),Variety,"ICAR-AINP on Potential Crops, Mahatma Phule Krishi Vidyapeeth, Rahuri,  Maharashtra",NPZ (Uttar Pradesh),"Suitable for irrigated well drained soil having medium fertility inKharifseason, seed yield 13.81 q/ha, green pod yield 142.96 q/ha, maturity late - 160 – 168 days (seed), 85 – 95 days (seed to pod),contains 24.95% protein, 16.01% oil, no disease and pests observed",
POTENTIAL CROPS,Winged bean,PWB 17-18 (Phule Shrawani),Variety,"ICAR-AINP on Potential Crops, Mahatma Phule Krishi Vidyapeeth, Rahuri,  Maharashtra",EZ (Jharkhand state),"Suitable for irrigated well drained soil having medium fertility inKharifseason, seed yield 13.81 q/ha, green pod yield 142.96 q/ha, maturity late - 160 – 168 days (seed), 85 – 95 days (seed to pod),contains 24.95% protein, 16.01% oil, no disease and pests observed",
POTENTIAL CROPS,Adzuki bean,Him Jwala (IC341939),Variety,"ICAR - National Bureau of Plant Genentic Resources, Shimla, Himachal Pradesh",Northern Hills zone (Himachal Pradesh,"Suitable for Northern hilly areas during rainfedKharifseason, yield 19.54 q/ha, maturity 108 days, nutrition rich (protein 21.07%, K 1729 mg/100 g, Na 154 mg/100 g, Ca 286 mg/100 g, Fe 8.4 mg/100 g), no disease or insect pest infestation was reported under natural field conditions",
POTENTIAL CROPS,Adzuki bean,Him Jwala (IC341939),Variety,"ICAR - National Bureau of Plant Genentic Resources, Shimla, Himachal Pradesh",Uttarakhand),"Suitable for Northern hilly areas during rainfedKharifseason, yield 19.54 q/ha, maturity 108 days, nutrition rich (protein 21.07%, K 1729 mg/100 g, Na 154 mg/100 g, Ca 286 mg/100 g, Fe 8.4 mg/100 g), no disease or insect pest infestation was reported under natural field conditions",
POTENTIAL CROPS,Adzuki bean,Him Jwala (IC341939),Variety,"ICAR - National Bureau of Plant Genentic Resources, Shimla, Himachal Pradesh",part of Northeastern States,"Suitable for Northern hilly areas during rainfedKharifseason, yield 19.54 q/ha, maturity 108 days, nutrition rich (protein 21.07%, K 1729 mg/100 g, Na 154 mg/100 g, Ca 286 mg/100 g, Fe 8.4 mg/100 g), no disease or insect pest infestation was reported under natural field conditions",
POTENTIAL CROPS,Pillipesara,Prathama (OUAT Kalinga Pillipesara-1) (IC 524667),Variety,"ICAR-AINP on Potential Crops, Odisha University of Agriculture & Technology, Bhubaneswar, Odisha",Odisha (Eastern Zone) & Tamil Nadu (Southern Zone),"Suitable for early sowing irrigated uplands / medium lands inKharif, yield–seed 1.82 q/ha, green biomass - 157.46 q/hacontaining crude protein (17.3%), crude fibre (17.62%), ether extract (1.17%), acid soluble ash (1.60%),maturity medium (83 days), no disease or insect pest infestation was reported under natural field conditions, resistant to YMV",
POTENTIAL CROPS,Kalingada (Water melan),SKNK 1407 (Gujarat Kalingada 3),Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",Gujarat,"Suitablefor rainfedKharifseason,yield 217 kg/ha (seed), 89.81q/ha (fruit), maturity 77 - 87 days, tolerant to drought, seeds containhigher amount of oil (33.35 %), protein, (18.13 %), Fe (5.97 mg/100g),good amount of crude fiber, phenol, Zn, lysine, no major diseases and insect-pests were observed",
POTENTIAL CROPS,Kalingada (Water melan),SKNK 1407 (Gujarat Kalingada 3),Variety,"ICAR-AINP on Potential Crops, S.D. Agricultural University Sardarkrushinagar, Gujarat",Rajasthan,"Suitablefor rainfedKharifseason,yield 217 kg/ha (seed), 89.81q/ha (fruit), maturity 77 - 87 days, tolerant to drought, seeds containhigher amount of oil (33.35 %), protein, (18.13 %), Fe (5.97 mg/100g),good amount of crude fiber, phenol, Zn, lysine, no major diseases and insect-pests were observed",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",NHZ,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",NEHZ (Uttarakhand,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",Manipur,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",Meghalaya,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",Mizoram,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",Sikkim,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",Arunachal Pradesh,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-2IC-615382,Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",Nagaland),"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 10.33 q/ha, maturity medium-late (163.63 days), lodging tolerant, very useful asoriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic,no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-1(IC-615369),Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",NHZ,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 11.15 q/ha, maturity medium-late (160.63 days), lodging tolerant,very useful as oriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic, no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-1(IC-615369),Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",NEHZ (Uttarakhand,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 11.15 q/ha, maturity medium-late (160.63 days), lodging tolerant,very useful as oriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic, no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
POTENTIAL CROPS,Perilla,Poorvottar Perilla-1(IC-615369),Variety,"ICAR-Regional Centre for North Eastern Hill Region Umiam, Meghalaya",Manipur,"Suitable for rainfedKharifhilly ecosystem for Northern Hill Zone (NHZ) and North Eastern Hill Zone (NEHZ), yield 11.15 q/ha, maturity medium-late (160.63 days), lodging tolerant,very useful as oriental medicine as an anti-asthmatic, antibacterial, antidote, antimicrobial, antipyretic, antiseptic, antispasmodic, antitussive, aromatic, carminative, diaphoretic, emollient, expectorant, pectoral, restorative, stomachic, and tonic, no diseases were observed at both vegetative and reproductive stages, resistant to aphids",
